title,text
Eletriptan,"Eletriptan is used to treat the symptoms of migraine headaches (severe throbbing headaches that sometimes are accompanied by nausea and sensitivity to sound and light). Eletriptan is in a class of medications called selective serotonin receptor agonists. It works by narrowing blood vessels in the brain, stopping pain signals from being sent to the brain, and blocking the release of certain natural substances that cause pain, nausea, and other symptoms of migraine. Eletriptan does not prevent migraine attacks or reduce the number of headaches you have."
Selumetinib,Selumetinib is used to treat neurofibromatosis type 1 (NF1; a nervous system disorder that causes tumors to grow on nerves) in children 2 years of age and older who have plexiform neurofibromas (PN; soft tumors) that cannot be completely removed by surgery. Selumetinib is in a class of medications called kinase inhibitors. It works by blocking the action of the abnormal protein that signals the tumors to grow. This helps to stop or slow tumor growth.
Treprostinil Injection,"Treprostinil injection is used to treat certain kinds of pulmonary arterial hypertension (PAH; high blood pressure in the vessels carrying blood to the lungs, causing shortness of breath, dizziness, and tiredness). Treprostinil injection is also used to treat PAH when another medication (epoprostenol) did not help or could not be tolerated. Treprostinil may improve the ability to exercise and slow the worsening of symptoms in patients with PAH. Treprostinil is in a class of medications called vasodilators and platelet-aggregation inhibitors. It works by relaxing the blood vessels, including those in the lungs, and improving blood flow."
Morphine Rectal,Morphine rectal is used to relieve moderate to severe pain. Morphine is in a class of medications called opiate (narcotic) analgesics. It works by changing the way the body senses pain.
Fruquintinib,Fruquintinib is used to treat a certain type of colorectal cancer (cancer that begins in the large intestine) that has spread to other parts of the body in adults who have already been treated with other chemotherapy medications and have not improved or worsened. Fruquintinib is in a class of medications called kinase inhibitors. It works by blocking the action of the abnormal protein that signals cancer cells to multiply. This helps stop or slow the spread of cancer cells.
Loteprednol Ophthalmic,"Loteprednol is in a class of medications called corticosteroids. It works by stopping the release of certain natural substances that cause swelling, itching, and pain."
Malathion Topical,Malathion lotion is used to treat head lice (small insects that attach themselves to the skin) in adults and children 6 years of age and older. It should not be used in infants and children younger than 2 years of age. Malathion is in a class of medications called pediculicides. It works by killing lice.
Etrasimod,Etrasimod is used to treat moderate to severe active ulcerative colitis (a condition which causes swelling and sores in the lining of the colon [large intestine] and rectum) in adults. Etrasimod is in a class of medications called sphingosine l-phosphate receptor modulators. It works by decreasing the action of immune cells that may cause damage in the intestine.
Fludarabine Injection,Fludarabine injection is used to treat chronic lymphocytic leukemia (CLL; a type of cancer of the white blood cells) in adults who have already been treated with at least one other medication and have not gotten better. Fludarabine injection is in a class of medications called purine analogs. It works by slowing or stopping the growth of cancer cells in your body.
Hydrocortisone Injection,"Hydrocortisone injection is used to treat symptoms of low corticosteroid levels (lack of certain substances that are usually produced by the body and are needed for normal body functioning). It is also used to treat severe allergic reactions. Hydrocortisone injection is used in the management of multiple sclerosis (a disease in which the nerves do not function properly), lupus (a disease in which the body attacks many of its own organs), gastrointestinal disease, and certain types of arthritis. Hydrocortisone injection is also used to treat certain conditions that affect the blood, skin, eyes, nervous system, thyroid, kidneys, and lungs. Hydrocortisone injection is in a class of medications called corticosteroids. It works to treat people with low levels of corticosteroids by replacing steroids that are normally produced naturally by the body. It also works to treat other conditions by reducing swelling and redness and by changing the way the immune system works."
